id,url,full_text,hashtags,reply_count,lang,user_name,likes,publicationtime,creator_followers_count
1469001503662874624,https://twitter.com/squad_d3/status/1469001503662874624,Everytime #sidsa on mission #sidg nihaarofy her 😂❤️ #sanjanadubey #siddharthganju #sidganju #KunalKaranKapoor #DiljotChhabra #KuLjot #DiNal #zdmn #ziddidilmaanena,"sidsa,sidg,sanjanadubey,siddharthganju,sidganju,KunalKaranKapoor,DiljotChhabra,KuLjot,DiNal,zdmn,ziddidilmaanena",0,en,squad_d3,6,Thu Dec 09 17:50:25 +0000 2021,132
1469001503650287630,https://twitter.com/A1News_/status/1469001503650287630,"Travis Scott sat down with @cthagod for his first interview since the #Astroworld tragedy.

He's not surprised to be at the epicenter of the blame and weighed in on ""raging,"" which has been tied to his history of encouraging violent behavior at shows.
https://t.co/ZaW85WsSOu",Astroworld,0,en,A1News_,1,Thu Dec 09 17:50:25 +0000 2021,2923
1469001503637741570,https://twitter.com/SUR_English/status/1469001503637741570,"Four #Malaga #health districts register a #COVIDー19 rate higher than 100 and one, more than 240

The provincial #coronavirus cumulative incidence rate stands at 164.7 infections per 100,000 inhabitants in the last 14 days

@angelescalera60 has the stats

https://t.co/GxzDo5mMzC","Malaga,health,COVIDー19,coronavirus",1,en,SUR_English,3,Thu Dec 09 17:50:25 +0000 2021,6011
1469001503293820939,https://twitter.com/thewavtree/status/1469001503293820939,"@hugodejonge #erkomentribunalen

#HugodeQRankzinnige 

Junk https://t.co/F3A79VdkJd","erkomentribunalen,HugodeQRankzinnige",0,en,thewavtree,1,Thu Dec 09 17:50:25 +0000 2021,1980
1469001502966562819,https://twitter.com/INNieBubbu/status/1469001502966562819,I vote #straykids for Worldwide Fans' Choice Top 10 #MAMAVOTE,"straykids,MAMAVOTE",0,en,INNieBubbu,0,Thu Dec 09 17:50:25 +0000 2021,1
1469001502748561409,https://twitter.com/AngelicErny_/status/1469001502748561409,"The farm is really making me miss the country side (home). The chirping of the birds and sometimes the peace and quite 🥺🥺
#etvScandal",etvScandal,0,en,AngelicErny_,6,Thu Dec 09 17:50:25 +0000 2021,3819
1469001502261866505,https://twitter.com/rolan_weasley/status/1469001502261866505,"I don't trust influencers who have ""dm for promotion"" in their bio. #NFTCommunity",NFTCommunity,1,en,rolan_weasley,6,Thu Dec 09 17:50:25 +0000 2021,51
1469001501959933958,https://twitter.com/_Bawwse/status/1469001501959933958,"Y’all need to cut that scene from episode or show it as V’s dreams where he is letting go off Anu or something.. otherwise this scene is cringe 

#Anupamaa",Anupamaa,0,en,_Bawwse,16,Thu Dec 09 17:50:25 +0000 2021,276
1469001501557280773,https://twitter.com/Mak_Tora/status/1469001501557280773,Guess who’s back.. 🗿#Fortnite https://t.co/c5yF6N1HiC,Fortnite,7,en,Mak_Tora,81,Thu Dec 09 17:50:25 +0000 2021,5791
1469001501351817218,https://twitter.com/timpsz/status/1469001501351817218,I am NOT well #AndJustLikeThat,AndJustLikeThat,1,en,timpsz,1,Thu Dec 09 17:50:25 +0000 2021,305
1469001501167259650,https://twitter.com/TundeMusaEkene/status/1469001501167259650,@iyaboawokoya #100k small Sha. How heavy are zeros that the judge only took 5 kwanu?,100k,1,en,TundeMusaEkene,1,Thu Dec 09 17:50:25 +0000 2021,1781
1469001501066596358,https://twitter.com/ShimonPiamenta/status/1469001501066596358,"God bless all our brothers and sisters of the Badge, and keep them Safe !👏🙏🏻👏
#BackTheBlue 👮‍♀️ https://t.co/2yccjDaJiC",BackTheBlue,13,en,ShimonPiamenta,129,Thu Dec 09 17:50:25 +0000 2021,27937
1469001501045497859,https://twitter.com/Sana31154112/status/1469001501045497859,Stay strong we can go through anything together hard surface or smooth come onnnnnn⚡#LoveYouAshwinKumar,LoveYouAshwinKumar,0,en,Sana31154112,1,Thu Dec 09 17:50:25 +0000 2021,0
1469001500919840770,https://twitter.com/TodderickHunt/status/1469001500919840770,Signing day nears | Union 4-star DB Davison Igbinosun says #Rutgers relationship hasn’t changed: ‘Me and coach Fran talk everyday' #RFootball #B1G #NJFootball https://t.co/PfwS3uifMJ,"Rutgers,RFootball,B1G,NJFootball",2,en,TodderickHunt,32,Thu Dec 09 17:50:25 +0000 2021,11817
1469001500907220994,https://twitter.com/crusadersIdols/status/1469001500907220994,"Have questions about Crusaders of the Lost Idols? Join Erika for our weekly reddit Q&amp;A! 

Live now, let's chat: https://t.co/mHV0PFCZmo

#cotli https://t.co/RChOeyuVit",cotli,0,en,crusadersIdols,1,Thu Dec 09 17:50:25 +0000 2021,8920
1469001500693127177,https://twitter.com/KavitaS70487121/status/1469001500693127177,"Katrina Kaif is now Mrs. Vicky Kaushal.…Many congratulations to you both..,🎉🎉
#KatrinaKaif #VickyKaushal https://t.co/HW0i7R2cHg","KatrinaKaif,VickyKaushal",0,en,KavitaS70487121,3,Thu Dec 09 17:50:25 +0000 2021,79
1469001500462620679,https://twitter.com/TiitweN/status/1469001500462620679,#Kholi #DLM #Liqourose made me do it🤭😍🤣#emmarose https://t.co/xpa187COgo,"Kholi,DLM,Liqourose,emmarose",0,en,TiitweN,14,Thu Dec 09 17:50:25 +0000 2021,3
1469001500185833483,https://twitter.com/Alexlogachev1/status/1469001500185833483,"So I’m on my way to #NFTs 🏃‍♂️

Just kidding, hit the gym #NFTCommunity https://t.co/ku4HPedrM4","NFTs,NFTCommunity",1,en,Alexlogachev1,10,Thu Dec 09 17:50:25 +0000 2021,763
1469001499799797770,https://twitter.com/Verdonmusic/status/1469001499799797770,"Check out ""Go Get It"" by @Otherside_OSG on @ReverbNation Discover #OSG #VMG  https://t.co/PuvWITNVNp","OSG,VMG",0,en,Verdonmusic,1,Thu Dec 09 17:50:24 +0000 2021,6107
1469001499040796676,https://twitter.com/Sav_Kishy/status/1469001499040796676,"July 2020
#commissionsopen #Commission #ArtistOnTwitter #digitalart https://t.co/uJ7MMBYs69","commissionsopen,Commission,ArtistOnTwitter,digitalart",1,en,Sav_Kishy,3,Thu Dec 09 17:50:24 +0000 2021,60
1469001498877116425,https://twitter.com/marquettaquante/status/1469001498877116425,What’s up with the random subtitles popping up while the song is playing?? #AndJustLikeThat https://t.co/IckWXvSKMG,AndJustLikeThat,1,en,marquettaquante,1,Thu Dec 09 17:50:24 +0000 2021,1551
1469001498826784772,https://twitter.com/NYJETSTWEETZ/status/1469001498826784772,Zach locks up another Rookie of the Week award?! You telling me that no other rookie QB has one?! You telling me that Elijah Moore already got one too?! #jets #takeflight #NFLTwitter #nfl https://t.co/MH6h7AqcM6,"jets,takeflight,NFLTwitter,nfl",0,en,NYJETSTWEETZ,1,Thu Dec 09 17:50:24 +0000 2021,27
1469001498688434176,https://twitter.com/CatLaw75/status/1469001498688434176,"Getting in early for #follo #followbackfriday #folloback
So if you despise the #Tories want the #ToriesOut and #JohnsonOut then I'm with you!
Also hate animal cruelty.
Anti vaxxers and anti mask nutjobs need not apply 🥰😘","follo,followbackfriday,folloback,Tories,ToriesOut,JohnsonOut",1,en,CatLaw75,7,Thu Dec 09 17:50:24 +0000 2021,683
1469001498596098057,https://twitter.com/MissRRussell/status/1469001498596098057,"Whilst playing, these boys showed an interest in building bridges and ramps for the toy cars. 

J said “We need to make one side higher so that the cars move faster” 

#PlayInP1 #STEM https://t.co/m7rnJmiTa7","PlayInP1,STEM",0,en,MissRRussell,1,Thu Dec 09 17:50:24 +0000 2021,238
1469001498529042443,https://twitter.com/CarnegieMEC/status/1469001498529042443,"""I think that Macron thought that the political class was now on its knees with the country in full decline – so maybe they will accept a few reforms in order to receive cash and a little bit of support.""

@ziadmajed #CMEC2022",CMEC2022,1,en,CarnegieMEC,1,Thu Dec 09 17:50:24 +0000 2021,32121
1469001498055090179,https://twitter.com/NisiShardeigh/status/1469001498055090179,White people let their teenage kids have sex in their home 😒#AndJustLikeThat,AndJustLikeThat,0,en,NisiShardeigh,1,Thu Dec 09 17:50:24 +0000 2021,672
1469001497845321730,https://twitter.com/AP_Crypto_TX/status/1469001497845321730,@Greene5952 Love that man! This space needs to focus on more positivity and how we can effect change like #Crypto was meant to do. Do Only Good Everyday!,Crypto,1,en,AP_Crypto_TX,3,Thu Dec 09 17:50:24 +0000 2021,597
1469001497828601858,https://twitter.com/MajaTeehee/status/1469001497828601858,"Selling/trading spring halo 2020 

IA:830k diamonds

#royalehigh #RoyaleHighHalo #royalehighhalotrades #royalehightrade","royalehigh,RoyaleHighHalo,royalehighhalotrades,royalehightrade",1,en,MajaTeehee,0,Thu Dec 09 17:50:24 +0000 2021,33
1469001497774018575,https://twitter.com/YourWorldMyLen1/status/1469001497774018575,"You knw the vibes.

Shot on @FujifilmX_US xpro 1 using the meike 35mm f1.7 manual lens.

No lie I was posted under the truck just to get this shot.

Fuji Gang over everything

See you in 96 🌹 ✨ 🤞🏾

#fujifilm_xseries #BLACKARTIST #summerof96 #seeyouin96 #xpro1 https://t.co/Rh9L4BwtSE","fujifilm_xseries,BLACKARTIST,summerof96,seeyouin96,xpro1",0,en,YourWorldMyLen1,2,Thu Dec 09 17:50:24 +0000 2021,51
1469001497551814664,https://twitter.com/Viktoriya_NFT/status/1469001497551814664,"""Between worlds"" from collection ""A journey between worlds"" on OpenSea:
https://t.co/15m4Nx7mQu
Price: 0,02 $ETH
#nftart #NFTartist #nftcollector #NFTcommunity https://t.co/HF6NgvUxTL","nftart,NFTartist,nftcollector,NFTcommunity",0,en,Viktoriya_NFT,10,Thu Dec 09 17:50:24 +0000 2021,865
1469001497379753985,https://twitter.com/carlameza166/status/1469001497379753985,I vote #straykids for Worldwide Fans’ Choice Top 10 #MAMAVOTE,"straykids,MAMAVOTE",0,en,carlameza166,1,Thu Dec 09 17:50:24 +0000 2021,2
1469001497350397957,https://twitter.com/aRealJar/status/1469001497350397957,"CHECK IN ON G2 FANS, YALL OKAY? #RLCS",RLCS,0,en,aRealJar,3,Thu Dec 09 17:50:24 +0000 2021,218
1469001496826109954,https://twitter.com/liberlion17/status/1469001496826109954,"DeFi ^n = RealFi #Cardano
👇
Do you want to understand this? 
👇 
https://t.co/qd9gU2YOey",Cardano,0,en,liberlion17,5,Thu Dec 09 17:50:24 +0000 2021,828
1469001496775770113,https://twitter.com/CarnegieMEC/status/1469001496775770113,"""I have always wondered whether President Macron was too naive or if he simply underestimated the Lebanese political class.""

@ziadmajed #CMEC2022",CMEC2022,1,en,CarnegieMEC,1,Thu Dec 09 17:50:24 +0000 2021,32121
1469001496691822592,https://twitter.com/nicrypt20/status/1469001496691822592,Erm..what the phuck is going on? #Phunks https://t.co/5tzYtvotL1,Phunks,4,en,nicrypt20,24,Thu Dec 09 17:50:24 +0000 2021,713
1469001496662577152,https://twitter.com/SamIngro/status/1469001496662577152,I can't wait to see @5mackwilson1 high-lob snapping punts to himself this week! #SpecialTeamsMultiTool #Browns https://t.co/LsV6R9FwF5,"SpecialTeamsMultiTool,Browns",0,en,SamIngro,1,Thu Dec 09 17:50:24 +0000 2021,747
1469001496633217026,https://twitter.com/FullScalePhilly/status/1469001496633217026,"Marcus Epps has shown flashes during the 2021 season, but has he done enough to solidify his future with the #Eagles?

#FlyEaglesFly 
(@Bcass28)
https://t.co/h60foNJa6V","Eagles,FlyEaglesFly",0,en,FullScalePhilly,2,Thu Dec 09 17:50:24 +0000 2021,215
1469001496389988367,https://twitter.com/FullOfSuga/status/1469001496389988367,Christmas Shopping @kittynaanaa #VenmoItForward https://t.co/0coxNMK7gw https://t.co/o6RQoBgNnv,VenmoItForward,0,en,FullOfSuga,1,Thu Dec 09 17:50:24 +0000 2021,101
1469001496268206080,https://twitter.com/_fvckdatshit/status/1469001496268206080,"I vote for #rosé | #MAMAVOTE 

STREAM OTG ON APPLE MUSIC: https://t.co/FxmyLd5AS7 https://t.co/l07njCWAl7","rosé,MAMAVOTE",0,en,_fvckdatshit,0,Thu Dec 09 17:50:24 +0000 2021,29
1469001496255614976,https://twitter.com/ChiranjitOjha/status/1469001496255614976,This is why #MMA is unique even among sports. 3 world champions in different stages of their lives talking like old friends arguing after 6 beers. #UFC269  https://t.co/k8clVyVMGm,"MMA,UFC269",0,en,ChiranjitOjha,1,Thu Dec 09 17:50:24 +0000 2021,4992
1469001496025051136,https://twitter.com/KikiKlepsch/status/1469001496025051136,"@K1 ➡️ @BSeikovits 
Thanks,@Tdrake4sports - This just made my day! ☺️

#RedSea #MandatorySeiko @AZCardinals https://t.co/Mr8Fe5yO5x","RedSea,MandatorySeiko",1,en,KikiKlepsch,14,Thu Dec 09 17:50:24 +0000 2021,331
1469001495957942282,https://twitter.com/T10League/status/1469001495957942282,"Thank you Mai Dubai for keeping the Abu Dhabi T10 hydrated! 💦🏏

#AbuDhabiT10 #InAbuDhabi #CricketsFastestFormat https://t.co/N5FtmE9Qyw","AbuDhabiT10,InAbuDhabi,CricketsFastestFormat",0,en,T10League,40,Thu Dec 09 17:50:24 +0000 2021,78447
1469001495924379657,https://twitter.com/D13Warriors/status/1469001495924379657,"Extremely proud to share that our students, parents, and staff donated over $7000 worth of food, toys, and money through our Westfield Food &amp; Toy Drive to support the Bloomingdale Township Food Pantry. Way to go WARRIORS!#ilbsd13 https://t.co/doEaujyAJe",ilbsd13,0,en,D13Warriors,10,Thu Dec 09 17:50:24 +0000 2021,617
1469001495618068485,https://twitter.com/Rugfac6/status/1469001495618068485,"Look what @valkut3 made for me guys , if you are into #Banksy then you might want to hit this guy up,  I love this piece, just look what he did to my Zombie guys!!  #BZC #BillionaireZombiesClub #BZC4LIFE #NFTs #polygonNFT https://t.co/LPDf6S4ceq","Banksy,BZC,BillionaireZombiesClub,BZC4LIFE,NFTs,polygonNFT",0,en,Rugfac6,2,Thu Dec 09 17:50:23 +0000 2021,427
1469001495542743053,https://twitter.com/crypto__mercy/status/1469001495542743053,"LET'S GO ! Pretty smooth come back for the 
@MaiarExchange. Thanks to all the 
@ElrondNetwork team. Much love xx #elrond #egld $egld $egold $elrond.","elrond,egld",0,en,crypto__mercy,21,Thu Dec 09 17:50:23 +0000 2021,704
1469001495358152714,https://twitter.com/ReporterNews/status/1469001495358152714,"Abilene was presented Wednesday the Barksdale Trophy for it supports of Dyess Air Force Base – the second time in four years to win the award. 
#DyessAFB #AbileneTX 
https://t.co/MOxT2EzPtT","DyessAFB,AbileneTX",0,en,ReporterNews,1,Thu Dec 09 17:50:23 +0000 2021,6881
1469001495026835476,https://twitter.com/tgcf_hualian04/status/1469001495026835476,"My Instagram page for tgcf edits, memes,pictures... follow for more cool and funny updates..

https://t.co/J6LpOE00VB

#TGCFLiveAction #TGCFLA #tgcfmanhua #tgcfdonghua https://t.co/2M5yrvbOKY","TGCFLiveAction,TGCFLA,tgcfmanhua,tgcfdonghua",0,en,tgcf_hualian04,4,Thu Dec 09 17:50:23 +0000 2021,625
1469001494812889089,https://twitter.com/CleanshaveChris/status/1469001494812889089,Tribal Credit taps Bitso and Stellar to enable cross-border B2B payments   https://t.co/dGMqA5EY2S via @cointelegraph #stellarxlm #lumens,"stellarxlm,lumens",1,en,CleanshaveChris,2,Thu Dec 09 17:50:23 +0000 2021,619
1469001494489964552,https://twitter.com/DyEggs/status/1469001494489964552,Hey @PatMcAfeeShow I can't remember the exact day I started watching everyday but it was early 2020 and you've been a must watch/listen since then. But where's the tank? #PMSFANDUELFAMILY https://t.co/m1bg9YIcsh,PMSFANDUELFAMILY,1,en,DyEggs,0,Thu Dec 09 17:50:23 +0000 2021,94
1469001493885775875,https://twitter.com/iBobbyShell/status/1469001493885775875,"#Bitcoin is very much like The Bible. Meaning, unless you discern the word of God yourself, you are just taking someone else word for it. 

Get on your knees, get humble. Learn yourself. 

Sovereignty started as a gift from heaven. https://t.co/9bO5t5mN3c",Bitcoin,1,en,iBobbyShell,1,Thu Dec 09 17:50:23 +0000 2021,4625
1469001493713801219,https://twitter.com/FFBatman23/status/1469001493713801219,"@Bmutch Congrats on earning that week 14 bye in #SFB11, Mr. Mutch.

You edged me out in points...so now I contemplate Mattison tonight.  😂😂 https://t.co/rHUqui3Wr0 https://t.co/DahOT3M8tC",SFB11,1,en,FFBatman23,1,Thu Dec 09 17:50:23 +0000 2021,2603
1469001493676269574,https://twitter.com/Mr_CincoDeMayo/status/1469001493676269574,Wanted to find something to listen/watch that would keep me entertained during lockdown from Uncle Covid last July 2020. Found @PatMcAfeeShow and it did not disappoint. Keep up the awesome work boys!! #PMSFANDUELFAMILY https://t.co/UxZ7HUADFX,PMSFANDUELFAMILY,0,en,Mr_CincoDeMayo,1,Thu Dec 09 17:50:23 +0000 2021,167
1469001493361487872,https://twitter.com/mintchoco747/status/1469001493361487872,"@PepiPlease @jinyoung0922_jp @GOTYJ_Ars_Vita @GOT7Official Thank you for this Giveaway 🎁✨
#Jinyoung #JinyoungGOT7 #Youngjae #GOT7 
@jinyoung0922_jp @GOTYJ_Ars_Vita @GOT7Official","Jinyoung,JinyoungGOT7,Youngjae,GOT7",0,en,mintchoco747,1,Thu Dec 09 17:50:23 +0000 2021,120
1469001493135212548,https://twitter.com/svenben20/status/1469001493135212548,Live in less than 20min on https://t.co/P3z0FPIHA1 with #SE4 #sniper #sniperelitefour #rebellion #WARThursday #PS4share https://t.co/1P116fe0dG,"SE4,sniper,sniperelitefour,rebellion,WARThursday,PS4share",0,en,svenben20,1,Thu Dec 09 17:50:23 +0000 2021,133
1469001493042929666,https://twitter.com/akimini1031/status/1469001493042929666,"Take off

#INI ＠official__INI
#Rocketeer | Brighter | KILLING PART","INI,Rocketeer",0,en,akimini1031,0,Thu Dec 09 17:50:23 +0000 2021,1711
1469001492979798017,https://twitter.com/Sisyphus43/status/1469001492979798017,"When the #idgop mentions ""family'. https://t.co/vxJcL3lKCv",idgop,1,en,Sisyphus43,6,Thu Dec 09 17:50:23 +0000 2021,3450
1469001492719804416,https://twitter.com/machamanny/status/1469001492719804416,Tomorrow is going to a big game for @ChennaiyinFC. Mumbai fc are the team to beat and are well drilled. We’ll have to play out of our skins to get a win. #allinforchennaiyin,allinforchennaiyin,0,en,machamanny,2,Thu Dec 09 17:50:23 +0000 2021,66
1469001492648583172,https://twitter.com/TheToneGordon/status/1469001492648583172,"Congrats to @PatMcAfeeShow &amp; the boys. Been here a long time. I was sub 4754 to the youtube &amp; honestly Pat is the reason I believed I could work in this space. The things I do w/@TheManToManPod &amp; @Athletesunplug were grown from that belief.🙌🏻

#PMSFANDUELFAMILY
#thankyewfanduel https://t.co/iIRBvEtTM9","PMSFANDUELFAMILY,thankyewfanduel",5,en,TheToneGordon,72,Thu Dec 09 17:50:23 +0000 2021,1227
1469001492317487104,https://twitter.com/yas_mavinyo/status/1469001492317487104,"❎I do not speak Turkish fluently
If I translated somewhere wrong
You replay it correctly❎
#AlpNavruz #AyçaAyşinTuran #PoyHaz #AdaMasalı","AlpNavruz,AyçaAyşinTuran,PoyHaz,AdaMasalı",1,en,yas_mavinyo,6,Thu Dec 09 17:50:23 +0000 2021,782
1469001492279480322,https://twitter.com/Warwickshire_CC/status/1469001492279480322,Around 25% of LGBTQ+ women do not report offences due to a fear of homo/bi/transphobia. Warwickshire is here for you. To access services please go to https://t.co/zpMhKGQCsa #youarenotalone #16daysofaction2021 https://t.co/s8irkUP4Ot,"youarenotalone,16daysofaction2021",0,en,Warwickshire_CC,1,Thu Dec 09 17:50:23 +0000 2021,15949
1469001492224954371,https://twitter.com/mecharithm/status/1469001492224954371,"Part of the coming lesson ""Screws: a Geometric Description of Twists in #Robotics"" 

Soon on our YouTube channel and the website:
🔴 https://t.co/VGQ4MEIEBZ
🌐 https://t.co/7fr0k1EtBF

#robotics #roboticslearning #screwtheory #screwsinrobotics #twists #configurationinrobotics https://t.co/PSeQr3l0Cz","Robotics,robotics,roboticslearning,screwtheory,screwsinrobotics,twists,configurationinrobotics",0,en,mecharithm,1,Thu Dec 09 17:50:23 +0000 2021,54
1469001492157779969,https://twitter.com/Vampyrian616/status/1469001492157779969,"Posted a new song: ""Overcome by darkness (instrumental mix)"" https://t.co/CSxnDLSHAh #music https://t.co/wYrLseJ6hs",music,0,en,Vampyrian616,1,Thu Dec 09 17:50:23 +0000 2021,1140
1469001491889459204,https://twitter.com/_Aquotix/status/1469001491889459204,I need someone to make me a crew emblem for my crew that I just started in GTA 5 Online #GTAOnline,GTAOnline,0,en,_Aquotix,1,Thu Dec 09 17:50:23 +0000 2021,100
1469001491847524355,https://twitter.com/Excelby8/status/1469001491847524355,"Early intervention services like occupational therapy can help promote children’s healthy development. It’s why the @CDCgov encourages families, with the support of their pediatricians and health care professionals, to #LearntheSigns and #ActEarly. https://t.co/0zU9AyiYmG","LearntheSigns,ActEarly",0,en,Excelby8,1,Thu Dec 09 17:50:23 +0000 2021,1356
1469001491457486849,https://twitter.com/alanmuttley1066/status/1469001491457486849,"Everybody go; hotel, motel, Holiday Inn

https://t.co/snEcd8owTp

Day 9 #adventsingles 

@ScotsPostPunk @caroline_binnie 
@Thirty3forty5 @philk282 @gjh2541 
@Iamhairyf @AffrenchFfrench 
@jimbmccormack @colinphoenix https://t.co/SZBxtrEUhg",adventsingles,3,en,alanmuttley1066,31,Thu Dec 09 17:50:22 +0000 2021,1426
1469001491436478464,https://twitter.com/seb1959/status/1469001491436478464,@classicallygia Hated to see Danny go. He is one of my favorites. #Survivor41 #SurvivorSeries,"Survivor41,SurvivorSeries",0,en,seb1959,1,Thu Dec 09 17:50:22 +0000 2021,33
1469001491356819463,https://twitter.com/aghinish/status/1469001491356819463,Many thanks ⁦@jesip999⁩ for use of your training video as we develop our new #SierraLeone Incident Management System (SLIMS) ⁦@ndmasierraleone⁩ ⁦@WFPS_Leone⁩ ⁦@WFP⁩ https://t.co/zbrgdmJx2S,SierraLeone,0,en,aghinish,3,Thu Dec 09 17:50:22 +0000 2021,174
1469001490987905024,https://twitter.com/sudarsh53436938/status/1469001490987905024,"#DivyaKashiBhavyaKashi
Massive expansion by clearing unauthorised construction https://t.co/rAGm1699oO",DivyaKashiBhavyaKashi,0,en,sudarsh53436938,1,Thu Dec 09 17:50:22 +0000 2021,118
1469001490719256587,https://twitter.com/dfalz85/status/1469001490719256587,@NFTmamma @NFTEarle @LazyLionsNFT Welcome Queen🦁!!!!! #ROAR #LazyLions,"ROAR,LazyLions",0,en,dfalz85,1,Thu Dec 09 17:50:22 +0000 2021,963
1469001490354384910,https://twitter.com/tmeyers_63/status/1469001490354384910,Started working from home full time in December of 2020 and started watching Pat and the boys @PatMcAfeeShow that following January! Beyond Happy that @FanDuel and @FDSportsbook gave Pat and the boys the opportunity to keep making the days of stooges like me!#PMSFANDUELFAMILY https://t.co/cRapBnpqy7,PMSFANDUELFAMILY,0,en,tmeyers_63,1,Thu Dec 09 17:50:22 +0000 2021,300
1469001490010357768,https://twitter.com/TomCavNews/status/1469001490010357768,"Read @CavanaghTom's interview with @GQMexico about #TheFlash and why superheroes are for kids:

""Kids are very intelligent. Sometimes I think it's the adults who don't understand it.""

https://t.co/NZmTCY63FT https://t.co/KIynKCDH8H",TheFlash,0,en,TomCavNews,14,Thu Dec 09 17:50:22 +0000 2021,1173
1469001489477742593,https://twitter.com/BCA_RE/status/1469001489477742593,@teamRE can anyone recommend any womanist/feminist readings of the Genesis narrative? I've had a few year 11 girls interrogating it and would like to introduce some wider reading about the issue. Anything accessible for KS4 to read themselves... #teamRE,teamRE,3,en,BCA_RE,2,Thu Dec 09 17:50:22 +0000 2021,413
1469001489444216838,https://twitter.com/x5XvlQYxBYrYykF/status/1469001489444216838,#HIDAYAT_THE_RAPIST shame on humanity https://t.co/8fqsYIRqvl,HIDAYAT_THE_RAPIST,0,en,x5XvlQYxBYrYykF,5,Thu Dec 09 17:50:22 +0000 2021,4
1469001489087557632,https://twitter.com/SiwasRajni/status/1469001489087557632,"#GodMorningThursday
Our eternal home is Satlok where there is no birth and death.
One can reach Satlok by taking initiation from Saint Rampal Ji Maharaj.
He is the liberator of the world.
@SaintRampalJiM https://t.co/xK2JuHJAfT",GodMorningThursday,0,en,SiwasRajni,2,Thu Dec 09 17:50:22 +0000 2021,903
